Location,timestamp,Temperature,Temperature_IoTDeviceID,Humidity,Humidity_IoTDeviceID,InTemperature,InTemperature_IoTDeviceID,GrainTemperature1,GrainTemperature1_IoTDeviceID,GrainTemperature2,GrainTemperature2_IoTDeviceID,GrainTemperature3,GrainTemperature3_IoTDeviceID,
Silo11,2024-05-04 12:00:00,0.0,null,0.0,null,0.0,null,-18.6,GrainTemp31,4.4,GrainTemp32,14.5,GrainTemp33,
Silo11,2024-05-04 13:00:00,0.0,null,0.0,null,0.0,null,-1.2,GrainTemp31,-20.4,GrainTemp32,-10.6,GrainTemp33,
Silo11,2024-05-04 14:00:00,23.2,Temp11,18.0,Humd11,7.5,InTemp11,5.1,GrainTemp31,-15.9,GrainTemp32,4.7,GrainTemp33,
Silo11,2024-05-04 15:00:00,0.0,null,0.0,null,0.0,null,-17.6,GrainTemp31,-0.8,GrainTemp32,-8.7,GrainTemp33,
Silo11,2024-05-04 16:00:00,0.0,null,0.0,null,0.0,null,5.5,GrainTemp31,5.7,GrainTemp32,2.4,GrainTemp33,
Silo11,2024-05-04 17:00:00,0.0,null,0.0,null,0.0,null,9.6,GrainTemp31,-11.2,GrainTemp32,2.7,GrainTemp33,
Silo11,2024-05-05 08:00:00,21.0,Temp11,21.1,Humd11,22.0,InTemp11,-17.1,GrainTemp31,-4.5,GrainTemp32,-2.4,GrainTemp33,
Silo11,2024-05-05 09:00:00,0.0,null,0.0,null,0.0,null,-3.9,GrainTemp31,14.2,GrainTemp32,-11.9,GrainTemp33,
Silo11,2024-05-05 10:00:00,0.0,null,0.0,null,0.0,null,-12.6,GrainTemp31,-6.7,GrainTemp32,-37.6,GrainTemp33,
Silo11,2024-05-05 11:00:00,0.0,null,0.0,null,0.0,null,-7.8,GrainTemp31,-13.4,GrainTemp32,-35.7,GrainTemp33,
Silo11,2024-05-05 12:00:00,0.0,null,0.0,null,0.0,null,-1.8,GrainTemp31,14.7,GrainTemp32,-13.3,GrainTemp33,
Silo11,2024-05-05 13:00:00,0.0,null,0.0,null,0.0,null,-6.6,GrainTemp31,-15.8,GrainTemp32,-9.2,GrainTemp33,
Silo11,2024-05-05 14:00:00,12.9,Temp11,27.0,Humd11,23.9,InTemp11,-0.6,GrainTemp31,-14.4,GrainTemp32,-41.9,GrainTemp33,
Silo11,2024-05-05 15:00:00,0.0,null,0.0,null,0.0,null,-11.1,GrainTemp31,-7.9,GrainTemp32,-0.9,GrainTemp33,
Silo11,2024-05-05 16:00:00,0.0,null,0.0,null,0.0,null,4.1,GrainTemp31,12.1,GrainTemp32,2.6,GrainTemp33,
Silo11,2024-05-05 17:00:00,0.0,null,0.0,null,0.0,null,11.7,GrainTemp31,-10.7,GrainTemp32,5.3,GrainTemp33,
Silo11,2024-05-06 08:00:00,17.8,Temp11,23.5,Humd11,10.0,InTemp11,-22.4,GrainTemp31,2.7,GrainTemp32,-6.6,GrainTemp33,
Silo11,2024-05-06 09:00:00,0.0,null,0.0,null,0.0,null,-8.7,GrainTemp31,-4.3,GrainTemp32,3.3,GrainTemp33,
Silo11,2024-05-06 10:00:00,0.0,null,0.0,null,0.0,null,-9.1,GrainTemp31,-22.9,GrainTemp32,-40.9,GrainTemp33,
Silo11,2024-05-06 11:00:00,0.0,null,0.0,null,0.0,null,-2.1,GrainTemp31,-9.2,GrainTemp32,-61.6,GrainTemp33,
Silo11,2024-05-06 12:00:00,0.0,null,0.0,null,0.0,null,-15.9,GrainTemp31,-22.6,GrainTemp32,14.2,GrainTemp33,
Silo11,2024-05-06 13:00:00,0.0,null,0.0,null,0.0,null,-5.9,GrainTemp31,-21.9,GrainTemp32,10.6,GrainTemp33,
Silo11,2024-05-06 14:00:00,24.5,Temp11,19.6,Humd11,11.6,InTemp11,1.7,GrainTemp31,-9.4,GrainTemp32,7.4,GrainTemp33,
Silo11,2024-05-06 15:00:00,0.0,null,0.0,null,0.0,null,6.9,GrainTemp31,-7.0,GrainTemp32,6.4,GrainTemp33,
Silo11,2024-05-06 16:00:00,0.0,null,0.0,null,0.0,null,4.8,GrainTemp31,-14.2,GrainTemp32,-9.7,GrainTemp33,
Silo11,2024-05-06 17:00:00,0.0,null,0.0,null,0.0,null,14.7,GrainTemp31,-7.1,GrainTemp32,-6.9,GrainTemp33,
Silo11,2024-05-07 08:00:00,16.5,Temp11,12.6,Humd11,10.3,InTemp11,-20.9,GrainTemp31,2.4,GrainTemp32,-18.4,GrainTemp33,
Silo11,2024-05-07 09:00:00,0.0,null,0.0,null,0.0,null,6.4,GrainTemp31,-16.4,GrainTemp32,-25.5,GrainTemp33,
Silo11,2024-05-07 10:00:00,0.0,null,0.0,null,0.0,null,13.6,GrainTemp31,-6.8,GrainTemp32,-25.2,GrainTemp33,
Silo11,2024-05-07 11:00:00,0.0,null,0.0,null,0.0,null,-14.9,GrainTemp31,14.4,GrainTemp32,4.7,GrainTemp33,
Silo11,2024-05-07 12:00:00,0.0,null,0.0,null,0.0,null,-1.7,GrainTemp31,-16.3,GrainTemp32,-62.7,GrainTemp33,
Silo11,2024-05-07 13:00:00,0.0,null,0.0,null,0.0,null,-9.6,GrainTemp31,-1.8,GrainTemp32,4.7,GrainTemp33,
Silo11,2024-05-07 14:00:00,23.2,Temp11,15.4,Humd11,19.7,InTemp11,9.2,GrainTemp31,-22.3,GrainTemp32,5.9,GrainTemp33,
Silo11,2024-05-07 15:00:00,0.0,null,0.0,null,0.0,null,-15.5,GrainTemp31,-5.8,GrainTemp32,13.6,GrainTemp33,
Silo11,2024-05-07 16:00:00,0.0,null,0.0,null,0.0,null,-15.6,GrainTemp31,-10.1,GrainTemp32,7.9,GrainTemp33,
Silo11,2024-05-07 17:00:00,0.0,null,0.0,null,0.0,null,-4.2,GrainTemp31,5.4,GrainTemp32,-25.2,GrainTemp33,
Silo11,2024-05-08 08:00:00,9.7,Temp11,28.8,Humd11,15.9,InTemp11,0.2,GrainTemp31,-1.6,GrainTemp32,-9.0,GrainTemp33,
Silo11,2024-05-08 09:00:00,0.0,null,0.0,null,0.0,null,-5.3,GrainTemp31,-0.2,GrainTemp32,-61.0,GrainTemp33,
Silo11,2024-05-08 10:00:00,0.0,null,0.0,null,0.0,null,-13.4,GrainTemp31,8.2,GrainTemp32,-14.2,GrainTemp33,
Silo11,2024-05-08 11:00:00,0.0,null,0.0,null,0.0,null,-14.6,GrainTemp31,-0.0,GrainTemp32,-1.1,GrainTemp33,
Silo11,2024-05-08 12:00:00,0.0,null,0.0,null,0.0,null,10.2,GrainTemp31,-16.5,GrainTemp32,-4.1,GrainTemp33,
Silo11,2024-05-08 13:00:00,0.0,null,0.0,null,0.0,null,-20.9,GrainTemp31,9.9,GrainTemp32,9.1,GrainTemp33,
Silo11,2024-05-08 14:00:00,13.5,Temp11,20.8,Humd11,19.6,InTemp11,-13.5,GrainTemp31,-12.5,GrainTemp32,-2.0,GrainTemp33,
Silo11,2024-05-08 15:00:00,0.0,null,0.0,null,0.0,null,14.4,GrainTemp31,-1.7,GrainTemp32,-19.1,GrainTemp33,
Silo11,2024-05-08 16:00:00,0.0,null,0.0,null,0.0,null,-3.6,GrainTemp31,-3.3,GrainTemp32,-8.5,GrainTemp33,
Silo11,2024-05-08 17:00:00,0.0,null,0.0,null,0.0,null,1.6,GrainTemp31,2.5,GrainTemp32,7.9,GrainTemp33,
Silo11,2024-05-09 08:00:00,8.8,Temp11,6.6,Humd11,24.1,InTemp11,-13.5,GrainTemp31,14.7,GrainTemp32,-10.5,GrainTemp33,
Silo11,2024-05-09 09:00:00,0.0,null,0.0,null,0.0,null,-5.5,GrainTemp31,9.8,GrainTemp32,1.2,GrainTemp33,
Silo11,2024-05-09 10:00:00,0.0,null,0.0,null,0.0,null,3.3,GrainTemp31,10.2,GrainTemp32,-8.9,GrainTemp33,
Silo11,2024-05-09 11:00:00,0.0,null,0.0,null,0.0,null,-10.9,GrainTemp31,11.0,GrainTemp32,-1.2,GrainTemp33,
Silo11,2024-05-09 12:00:00,0.0,null,0.0,null,0.0,null,4.5,GrainTemp31,-6.0,GrainTemp32,-10.5,GrainTemp33,
Silo11,2024-05-09 13:00:00,0.0,null,0.0,null,0.0,null,-9.6,GrainTemp31,7.0,GrainTemp32,-14.8,GrainTemp33,
Silo11,2024-05-09 14:00:00,22.5,Temp11,34.8,Humd11,15.0,InTemp11,-3.4,GrainTemp31,1.1,GrainTemp32,-12.8,GrainTemp33,
Silo11,2024-05-09 15:00:00,0.0,null,0.0,null,0.0,null,1.5,GrainTemp31,8.7,GrainTemp32,7.6,GrainTemp33,
Silo11,2024-05-09 16:00:00,0.0,null,0.0,null,0.0,null,0.8,GrainTemp31,-10.0,GrainTemp32,14.4,GrainTemp33,
Silo11,2024-05-09 17:00:00,0.0,null,0.0,null,0.0,null,-15.6,GrainTemp31,1.5,GrainTemp32,13.5,GrainTemp33,
Silo11,2024-05-10 08:00:00,10.8,Temp11,16.8,Humd11,21.5,InTemp11,-2.6,GrainTemp31,-2.0,GrainTemp32,-15.7,GrainTemp33,
Silo11,2024-05-10 09:00:00,0.0,null,0.0,null,0.0,null,-13.4,GrainTemp31,5.4,GrainTemp32,12.3,GrainTemp33,
Silo11,2024-05-10 10:00:00,0.0,null,0.0,null,0.0,null,-16.7,GrainTemp31,-2.0,GrainTemp32,6.4,GrainTemp33,
Silo11,2024-05-10 11:00:00,0.0,null,0.0,null,0.0,null,2.7,GrainTemp31,2.5,GrainTemp32,4.0,GrainTemp33,
Silo11,2024-05-10 12:00:00,0.0,null,0.0,null,0.0,null,-11.5,GrainTemp31,0.3,GrainTemp32,-4.8,GrainTemp33,
Silo11,2024-05-10 13:00:00,0.0,null,0.0,null,0.0,null,9.3,GrainTemp31,2.9,GrainTemp32,-8.9,GrainTemp33,
Silo11,2024-05-10 14:00:00,9.7,Temp11,24.3,Humd11,11.0,InTemp11,-18.0,GrainTemp31,-11.0,GrainTemp32,0.1,GrainTemp33,
Silo11,2024-05-10 15:00:00,0.0,null,0.0,null,0.0,null,-7.0,GrainTemp31,-19.1,GrainTemp32,14.0,GrainTemp33,
Silo11,2024-05-10 16:00:00,0.0,null,0.0,null,0.0,null,2.7,GrainTemp31,-6.4,GrainTemp32,7.9,GrainTemp33,
Silo11,2024-05-10 17:00:00,0.0,null,0.0,null,0.0,null,-3.0,GrainTemp31,4.2,GrainTemp32,5.8,GrainTemp33,
Silo11,2024-05-11 08:00:00,20.2,Temp11,7.9,Humd11,10.9,InTemp11,-14.3,GrainTemp31,-22.0,GrainTemp32,-13.9,GrainTemp33,
Silo11,2024-05-11 09:00:00,0.0,null,0.0,null,0.0,null,2.4,GrainTemp31,-9.0,GrainTemp32,-21.7,GrainTemp33,
Silo11,2024-05-11 10:00:00,0.0,null,0.0,null,0.0,null,9.2,GrainTemp31,-8.3,GrainTemp32,-13.1,GrainTemp33,
Silo11,2024-05-11 11:00:00,0.0,null,0.0,null,0.0,null,-12.3,GrainTemp31,-22.3,GrainTemp32,-21.3,GrainTemp33,
Silo11,2024-05-11 12:00:00,0.0,null,0.0,null,0.0,null,-17.2,GrainTemp31,-23.1,GrainTemp32,4.6,GrainTemp33,
Silo11,2024-05-11 13:00:00,0.0,null,0.0,null,0.0,null,3.8,GrainTemp31,14.7,GrainTemp32,-0.1,GrainTemp33,
Silo11,2024-05-11 14:00:00,19.3,Temp11,19.0,Humd11,20.3,InTemp11,-4.3,GrainTemp31,-5.3,GrainTemp32,-62.3,GrainTemp33,
Silo11,2024-05-11 15:00:00,0.0,null,0.0,null,0.0,null,-14.7,GrainTemp31,5.8,GrainTemp32,-18.3,GrainTemp33,
Silo11,2024-05-11 16:00:00,0.0,null,0.0,null,0.0,null,-0.9,GrainTemp31,9.6,GrainTemp32,2.9,GrainTemp33,
Silo11,2024-05-11 17:00:00,0.0,null,0.0,null,0.0,null,-16.6,GrainTemp31,-13.4,GrainTemp32,-8.3,GrainTemp33,
Silo11,2024-05-12 08:00:00,9.1,Temp11,26.2,Humd11,10.1,InTemp11,4.0,GrainTemp31,9.0,GrainTemp32,-14.7,GrainTemp33,
Silo11,2024-05-12 09:00:00,0.0,null,0.0,null,0.0,null,0.3,GrainTemp31,3.7,GrainTemp32,-19.8,GrainTemp33,
Silo11,2024-05-12 10:00:00,0.0,null,0.0,null,0.0,null,-10.1,GrainTemp31,0.9,GrainTemp32,13.7,GrainTemp33,
Silo11,2024-05-12 11:00:00,0.0,null,0.0,null,0.0,null,9.0,GrainTemp31,10.0,GrainTemp32,-16.9,GrainTemp33,
Silo11,2024-05-12 12:00:00,0.0,null,0.0,null,0.0,null,-16.2,GrainTemp31,-8.2,GrainTemp32,-38.7,GrainTemp33,
Silo11,2024-05-12 13:00:00,0.0,null,0.0,null,0.0,null,-11.4,GrainTemp31,-4.8,GrainTemp32,-46.9,GrainTemp33,
Silo11,2024-05-12 14:00:00,14.9,Temp11,23.2,Humd11,7.2,InTemp11,-18.4,GrainTemp31,-5.3,GrainTemp32,-39.4,GrainTemp33,
Silo11,2024-05-12 15:00:00,0.0,null,0.0,null,0.0,null,-11.6,GrainTemp31,4.3,GrainTemp32,1.4,GrainTemp33,
Silo11,2024-05-12 16:00:00,0.0,null,0.0,null,0.0,null,6.4,GrainTemp31,5.8,GrainTemp32,-3.1,GrainTemp33,
Silo11,2024-05-12 17:00:00,0.0,null,0.0,null,0.0,null,-3.1,GrainTemp31,-20.7,GrainTemp32,-5.7,GrainTemp33,
Silo11,2024-05-13 08:00:00,21.6,Temp11,33.7,Humd11,16.7,InTemp11,-0.6,GrainTemp31,-1.2,GrainTemp32,6.8,GrainTemp33,
Silo11,2024-05-13 09:00:00,0.0,null,0.0,null,0.0,null,-5.9,GrainTemp31,-14.6,GrainTemp32,-26.1,GrainTemp33,
Silo11,2024-05-13 10:00:00,0.0,null,0.0,null,0.0,null,-13.4,GrainTemp31,-2.6,GrainTemp32,11.4,GrainTemp33,
Silo11,2024-05-13 11:00:00,0.0,null,0.0,null,0.0,null,8.4,GrainTemp31,-1.4,GrainTemp32,5.5,GrainTemp33,
Silo11,2024-05-13 12:00:00,0.0,null,0.0,null,0.0,null,-4.6,GrainTemp31,12.5,GrainTemp32,-4.9,GrainTemp33,
Silo11,2024-05-13 13:00:00,0.0,null,0.0,null,0.0,null,13.9,GrainTemp31,10.8,GrainTemp32,-12.4,GrainTemp33,
Silo11,2024-05-13 14:00:00,11.1,Temp11,34.9,Humd11,6.2,InTemp11,-4.4,GrainTemp31,1.1,GrainTemp32,4.8,GrainTemp33,
Silo11,2024-05-13 15:00:00,0.0,null,0.0,null,0.0,null,11.4,GrainTemp31,2.4,GrainTemp32,-7.4,GrainTemp33,
Silo11,2024-05-13 16:00:00,0.0,null,0.0,null,0.0,null,-4.8,GrainTemp31,-7.9,GrainTemp32,3.6,GrainTemp33,
Silo11,2024-05-13 17:00:00,0.0,null,0.0,null,0.0,null,-12.7,GrainTemp31,-8.1,GrainTemp32,-25.8,GrainTemp33,
Silo11,2024-05-14 08:00:00,15.7,Temp11,9.6,Humd11,6.6,InTemp11,-0.0,GrainTemp31,-12.5,GrainTemp32,10.9,GrainTemp33,
Silo11,2024-05-14 09:00:00,0.0,null,0.0,null,0.0,null,13.2,GrainTemp31,-4.6,GrainTemp32,-14.8,GrainTemp33,
Silo11,2024-05-14 10:00:00,0.0,null,0.0,null,0.0,null,7.8,GrainTemp31,-7.4,GrainTemp32,-14.9,GrainTemp33,
Silo11,2024-05-14 11:00:00,0.0,null,0.0,null,0.0,null,0.6,GrainTemp31,-10.4,GrainTemp32,-15.2,GrainTemp33,
Silo11,2024-05-14 12:00:00,0.0,null,0.0,null,0.0,null,5.5,GrainTemp31,4.6,GrainTemp32,12.3,GrainTemp33,
Silo11,2024-05-14 13:00:00,0.0,null,0.0,null,0.0,null,-0.8,GrainTemp31,-6.1,GrainTemp32,-5.5,GrainTemp33,
Silo11,2024-05-14 14:00:00,8.3,Temp11,29.1,Humd11,10.1,InTemp11,-1.7,GrainTemp31,-6.1,GrainTemp32,9.1,GrainTemp33,
Silo11,2024-05-14 15:00:00,0.0,null,0.0,null,0.0,null,14.5,GrainTemp31,10.7,GrainTemp32,-6.0,GrainTemp33,
Silo11,2024-05-14 16:00:00,0.0,null,0.0,null,0.0,null,0.7,GrainTemp31,-1.1,GrainTemp32,11.4,GrainTemp33,
Silo11,2024-05-14 17:00:00,0.0,null,0.0,null,0.0,null,-11.5,GrainTemp31,-14.0,GrainTemp32,3.7,GrainTemp33,
Silo11,2024-05-15 08:00:00,17.9,Temp11,6.4,Humd11,14.5,InTemp11,-8.2,GrainTemp31,7.5,GrainTemp32,-15.1,GrainTemp33,
Silo11,2024-05-15 09:00:00,0.0,null,0.0,null,0.0,null,-5.6,GrainTemp31,-20.2,GrainTemp32,-46.7,GrainTemp33,
Silo11,2024-05-15 10:00:00,0.0,null,0.0,null,0.0,null,12.5,GrainTemp31,-5.9,GrainTemp32,2.9,GrainTemp33,
Silo11,2024-05-15 11:00:00,0.0,null,0.0,null,0.0,null,10.1,GrainTemp31,-0.3,GrainTemp32,-1.5,GrainTemp33,
Silo11,2024-05-15 12:00:00,0.0,null,0.0,null,0.0,null,-4.1,GrainTemp31,5.3,GrainTemp32,-23.6,GrainTemp33,
Silo11,2024-05-15 13:00:00,0.0,null,0.0,null,0.0,null,-18.8,GrainTemp31,7.4,GrainTemp32,-14.9,GrainTemp33,
Silo11,2024-05-15 14:00:00,22.0,Temp11,19.3,Humd11,6.6,InTemp11,-11.5,GrainTemp31,-12.6,GrainTemp32,-22.5,GrainTemp33,
Silo11,2024-05-15 15:00:00,0.0,null,0.0,null,0.0,null,-22.4,GrainTemp31,-1.9,GrainTemp32,11.4,GrainTemp33,
Silo11,2024-05-15 16:00:00,0.0,null,0.0,null,0.0,null,10.7,GrainTemp31,-4.2,GrainTemp32,-20.4,GrainTemp33,
Silo11,2024-05-15 17:00:00,0.0,null,0.0,null,0.0,null,-0.7,GrainTemp31,-22.8,GrainTemp32,-6.2,GrainTemp33,
Silo11,2024-05-16 08:00:00,10.3,Temp11,12.1,Humd11,12.0,InTemp11,-9.6,GrainTemp31,-7.2,GrainTemp32,-53.8,GrainTemp33,
Silo11,2024-05-16 09:00:00,0.0,null,0.0,null,0.0,null,2.6,GrainTemp31,3.0,GrainTemp32,-9.2,GrainTemp33,
Silo11,2024-05-16 10:00:00,0.0,null,0.0,null,0.0,null,13.5,GrainTemp31,-13.1,GrainTemp32,-6.0,GrainTemp33,
Silo11,2024-05-16 11:00:00,0.0,null,0.0,null,0.0,null,-2.5,GrainTemp31,-16.9,GrainTemp32,-4.5,GrainTemp33,
Silo11,2024-05-16 12:00:00,0.0,null,0.0,null,0.0,null,-20.0,GrainTemp31,11.2,GrainTemp32,12.4,GrainTemp33,
Silo11,2024-05-16 13:00:00,0.0,null,0.0,null,0.0,null,-0.9,GrainTemp31,-22.9,GrainTemp32,0.5,GrainTemp33,
Silo11,2024-05-16 14:00:00,15.8,Temp11,19.0,Humd11,6.9,InTemp11,-10.1,GrainTemp31,-19.0,GrainTemp32,-22.7,GrainTemp33,
Silo11,2024-05-16 15:00:00,0.0,null,0.0,null,0.0,null,-3.5,GrainTemp31,-11.6,GrainTemp32,-55.5,GrainTemp33,
Silo11,2024-05-16 16:00:00,0.0,null,0.0,null,0.0,null,-5.5,GrainTemp31,-6.5,GrainTemp32,-58.6,GrainTemp33,
Silo11,2024-05-16 17:00:00,0.0,null,0.0,null,0.0,null,-15.3,GrainTemp31,-20.5,GrainTemp32,-13.0,GrainTemp33,
Silo11,2024-05-17 08:00:00,14.8,Temp11,31.5,Humd11,11.4,InTemp11,-14.3,GrainTemp31,3.2,GrainTemp32,-11.5,GrainTemp33,
Silo11,2024-05-17 09:00:00,0.0,null,0.0,null,0.0,null,-1.1,GrainTemp31,1.2,GrainTemp32,-10.3,GrainTemp33,
Silo11,2024-05-17 10:00:00,0.0,null,0.0,null,0.0,null,-20.0,GrainTemp31,-7.0,GrainTemp32,-3.2,GrainTemp33,
Silo11,2024-05-17 11:00:00,0.0,null,0.0,null,0.0,null,9.6,GrainTemp31,-7.1,GrainTemp32,-9.1,GrainTemp33,
Silo11,2024-05-17 12:00:00,0.0,null,0.0,null,0.0,null,0.5,GrainTemp31,6.3,GrainTemp32,0.1,GrainTemp33,
Silo11,2024-05-17 13:00:00,0.0,null,0.0,null,0.0,null,-2.5,GrainTemp31,-7.5,GrainTemp32,-62.0,GrainTemp33,
Silo11,2024-05-17 14:00:00,18.1,Temp11,18.7,Humd11,23.6,InTemp11,13.9,GrainTemp31,-4.2,GrainTemp32,-14.7,GrainTemp33,
Silo11,2024-05-17 15:00:00,0.0,null,0.0,null,0.0,null,2.3,GrainTemp31,-18.6,GrainTemp32,12.2,GrainTemp33,
Silo11,2024-05-17 16:00:00,0.0,null,0.0,null,0.0,null,8.2,GrainTemp31,14.5,GrainTemp32,9.5,GrainTemp33,
Silo11,2024-05-17 17:00:00,0.0,null,0.0,null,0.0,null,-2.0,GrainTemp31,-16.9,GrainTemp32,-53.1,GrainTemp33,
Silo11,2024-05-18 08:00:00,11.9,Temp11,31.0,Humd11,9.1,InTemp11,-11.2,GrainTemp31,-5.1,GrainTemp32,14.4,GrainTemp33,
Silo11,2024-05-18 09:00:00,0.0,null,0.0,null,0.0,null,2.2,GrainTemp31,-17.5,GrainTemp32,-16.7,GrainTemp33,
Silo11,2024-05-18 10:00:00,0.0,null,0.0,null,0.0,null,7.2,GrainTemp31,-1.0,GrainTemp32,0.3,GrainTemp33,
Silo11,2024-05-18 11:00:00,0.0,null,0.0,null,0.0,null,1.5,GrainTemp31,1.1,GrainTemp32,-15.1,GrainTemp33,
Silo11,2024-05-18 12:00:00,0.0,null,0.0,null,0.0,null,-1.2,GrainTemp31,-11.8,GrainTemp32,-11.1,GrainTemp33,
Silo11,2024-05-18 13:00:00,0.0,null,0.0,null,0.0,null,-2.5,GrainTemp31,-16.3,GrainTemp32,-0.7,GrainTemp33,
Silo11,2024-05-18 14:00:00,15.1,Temp11,27.5,Humd11,16.2,InTemp11,11.6,GrainTemp31,-2.6,GrainTemp32,-16.1,GrainTemp33,
Silo11,2024-05-18 15:00:00,0.0,null,0.0,null,0.0,null,-11.7,GrainTemp31,-18.2,GrainTemp32,-18.5,GrainTemp33,
Silo11,2024-05-18 16:00:00,0.0,null,0.0,null,0.0,null,-14.5,GrainTemp31,-18.5,GrainTemp32,-6.9,GrainTemp33,
Silo11,2024-05-18 17:00:00,0.0,null,0.0,null,0.0,null,-11.9,GrainTemp31,1.0,GrainTemp32,-46.2,GrainTemp33,
Silo11,2024-05-19 08:00:00,16.2,Temp11,32.3,Humd11,21.3,InTemp11,12.4,GrainTemp31,13.3,GrainTemp32,-15.1,GrainTemp33,
Silo11,2024-05-19 09:00:00,0.0,null,0.0,null,0.0,null,-1.4,GrainTemp31,8.0,GrainTemp32,3.4,GrainTemp33,
Silo11,2024-05-19 10:00:00,0.0,null,0.0,null,0.0,null,8.0,GrainTemp31,-9.5,GrainTemp32,-20.5,GrainTemp33,
Silo11,2024-05-19 11:00:00,0.0,null,0.0,null,0.0,null,-5.1,GrainTemp31,-15.4,GrainTemp32,0.1,GrainTemp33,
Silo11,2024-05-19 12:00:00,0.0,null,0.0,null,0.0,null,-5.6,GrainTemp31,-11.0,GrainTemp32,2.6,GrainTemp33,
Silo11,2024-05-19 13:00:00,0.0,null,0.0,null,0.0,null,-6.9,GrainTemp31,14.4,GrainTemp32,-11.8,GrainTemp33,
Silo11,2024-05-19 14:00:00,23.4,Temp11,21.1,Humd11,23.0,InTemp11,-11.3,GrainTemp31,5.5,GrainTemp32,-16.4,GrainTemp33,
Silo11,2024-05-19 15:00:00,0.0,null,0.0,null,0.0,null,4.6,GrainTemp31,0.6,GrainTemp32,-8.0,GrainTemp33,
Silo11,2024-05-19 16:00:00,0.0,null,0.0,null,0.0,null,9.6,GrainTemp31,-6.3,GrainTemp32,-18.9,GrainTemp33,
Silo11,2024-05-19 17:00:00,0.0,null,0.0,null,0.0,null,-5.8,GrainTemp31,2.8,GrainTemp32,8.6,GrainTemp33,
Silo11,2024-05-20 08:00:00,8.5,Temp11,18.3,Humd11,19.4,InTemp11,-19.0,GrainTemp31,-8.9,GrainTemp32,-39.4,GrainTemp33,
Silo11,2024-05-20 09:00:00,0.0,null,0.0,null,0.0,null,-21.6,GrainTemp31,10.1,GrainTemp32,-10.4,GrainTemp33,
Silo11,2024-05-20 10:00:00,0.0,null,0.0,null,0.0,null,-13.0,GrainTemp31,-10.5,GrainTemp32,-43.8,GrainTemp33,
Silo11,2024-05-20 11:00:00,0.0,null,0.0,null,0.0,null,-8.6,GrainTemp31,1.0,GrainTemp32,-0.2,GrainTemp33,
Silo11,2024-05-20 12:00:00,0.0,null,0.0,null,0.0,null,13.6,GrainTemp31,-3.7,GrainTemp32,0.6,GrainTemp33,
Silo11,2024-05-20 13:00:00,0.0,null,0.0,null,0.0,null,-18.7,GrainTemp31,-21.1,GrainTemp32,10.2,GrainTemp33,
Silo11,2024-05-20 14:00:00,9.0,Temp11,19.3,Humd11,21.7,InTemp11,6.3,GrainTemp31,-9.0,GrainTemp32,-21.1,GrainTemp33,
Silo11,2024-05-20 15:00:00,0.0,null,0.0,null,0.0,null,-10.8,GrainTemp31,-6.4,GrainTemp32,-5.7,GrainTemp33,
Silo11,2024-05-20 16:00:00,0.0,null,0.0,null,0.0,null,-15.3,GrainTemp31,-15.9,GrainTemp32,7.1,GrainTemp33,
Silo11,2024-05-20 17:00:00,0.0,null,0.0,null,0.0,null,-6.4,GrainTemp31,-0.8,GrainTemp32,-11.8,GrainTemp33,
Silo11,2024-05-21 08:00:00,13.5,Temp11,17.0,Humd11,23.9,InTemp11,-24.1,GrainTemp31,-9.9,GrainTemp32,-23.5,GrainTemp33,
Silo11,2024-05-21 09:00:00,0.0,null,0.0,null,0.0,null,-32.4,GrainTemp31,12.0,GrainTemp32,14.0,GrainTemp33,
Silo11,2024-05-21 10:00:00,0.0,null,0.0,null,0.0,null,-8.3,GrainTemp31,-13.4,GrainTemp32,2.1,GrainTemp33,
Silo11,2024-05-21 11:00:00,0.0,null,0.0,null,0.0,null,-13.4,GrainTemp31,-33.5,GrainTemp32,12.8,GrainTemp33,
Silo11,2024-05-21 12:00:00,0.0,null,0.0,null,0.0,null,-6.0,GrainTemp31,6.8,GrainTemp32,-4.8,GrainTemp33,
Silo11,2024-05-21 13:00:00,0.0,null,0.0,null,0.0,null,-0.1,GrainTemp31,-30.1,GrainTemp32,-19.0,GrainTemp33,
Silo11,2024-05-21 14:00:00,20.4,Temp11,8.0,Humd11,16.3,InTemp11,-23.1,GrainTemp31,-6.3,GrainTemp32,-3.1,GrainTemp33,
Silo11,2024-05-21 15:00:00,0.0,null,0.0,null,0.0,null,-0.4,GrainTemp31,-29.1,GrainTemp32,-14.4,GrainTemp33,
Silo11,2024-05-21 16:00:00,0.0,null,0.0,null,0.0,null,-26.4,GrainTemp31,-26.8,GrainTemp32,-7.9,GrainTemp33,
Silo11,2024-05-21 17:00:00,0.0,null,0.0,null,0.0,null,11.2,GrainTemp31,-24.5,GrainTemp32,13.6,GrainTemp33,
Silo11,2024-05-22 08:00:00,22.6,Temp11,24.1,Humd11,7.9,InTemp11,-4.5,GrainTemp31,-16.4,GrainTemp32,-5.3,GrainTemp33,
Silo11,2024-05-22 09:00:00,0.0,null,0.0,null,0.0,null,-19.1,GrainTemp31,-16.2,GrainTemp32,14.1,GrainTemp33,
Silo11,2024-05-22 10:00:00,0.0,null,0.0,null,0.0,null,-14.3,GrainTemp31,-8.6,GrainTemp32,-8.6,GrainTemp33,
